energy_consumption,co2_emissions_g_per_km,maintenance_cost_annual,cost_per_km,energy_storage_capacity,mileage_km,acceleration_0_100_kph_sec,torque_Nm,lifespan_years,efficiency
17.08,-11.81,58484.31,0.16,69.92,183747.98,4.16,372.35,11.81,10758.078454332554
13.97,6.19,42162.34,0.11,74.81,159598.96,3.75,361.86,10.43,11424.406585540442
15.48,10.38,42308.58,0.08,60.15,150263.51,6.2,343.64,11.77,9706.945090439276
15.42,0.58,44425.77,0.11,66.0,74802.85,5.55,260.33,11.15,4851.027885862517
17.66,1.43,43914.1,0.18,59.7,213158.92,6.23,381.85,11.72,12070.15402038505
15.26,15.97,56683.4,0.14,66.9,73393.51,6.0,246.0,10.04,4809.535386631716
15.83,-1.94,50070.63,0.14,49.37,139584.41,6.14,300.9,12.3,8817.713834491473
16.63,1.34,56504.5,0.09,60.15,170889.69,5.65,264.22,11.63,10275.988574864703
13.48,3.71,50327.97,0.15,63.93,175268.92,6.44,287.55,12.25,13002.145400593472
18.75,7.81,40757.67,0.12,55.67,104624.13,4.58,315.72,12.74,5579.9536
11.47,6.9,51551.91,0.16,73.93,144399.63,5.14,242.35,12.17,12589.331299040976
18.13,-6.41,51973.16,0.17,68.55,103338.79,6.45,359.0,10.41,5699.878102592388
14.69,-1.02,31200.76,0.07,78.39,162198.66,7.16,395.86,10.52,11041.433628318584
13.75,-3.23,44517.31,0.1,43.75,157294.04,4.88,400.12,15.74,11439.566545454547
14.36,-6.14,65490.2,0.09,73.38,171868.24,5.43,269.44,13.21,11968.540389972144
11.02,4.25,45498.11,0.11,66.94,194342.16,7.34,292.18,14.67,17635.404718693288
15.69,-10.68,59321.92,0.12,68.04,146305.91,6.09,297.94,9.67,9324.787125557681
16.34,-3.26,52634.87,0.09,62.39,143343.35,5.1,375.14,10.3,8772.542839657282
14.5,-0.19,47585.03,0.08,82.02,139320.78,6.32,249.06,14.28,9608.329655172414
15.37,4.76,42417.18,0.18,82.81,140057.06,6.49,415.88,12.59,9112.365647364997
16.52,1.97,50379.38,0.12,74.18,157482.53,5.52,281.64,14.8,9532.840799031477
12.95,3.74,57450.05,0.13,73.05,154838.99,5.37,358.56,12.79,11956.678764478764
16.7,4.19,41917.34,0.13,67.92,122453.64,6.44,251.09,16.38,7332.553293413174
18.54,-0.88,54547.41,0.16,67.47,147602.75,6.28,213.8,12.37,7961.31337648328
15.12,1.12,43585.13,0.11,39.92,124606.97,5.7,388.77,16.41,8241.20171957672
14.67,-1.29,29158.87,0.16,53.11,102865.43,5.28,366.52,13.06,7011.9584185412405
16.65,-2.42,60602.1,0.12,61.91,171472.03,4.57,380.27,11.35,10298.62042042042
16.17,-4.05,44737.52,0.05,62.28,127878.6,4.52,358.53,12.68,7908.385899814471
12.56,7.87,77596.6,0.13,79.57,221830.86,6.07,361.2,15.97,17661.692675159233
13.97,-0.66,47211.17,0.11,68.42,151011.57,7.99,329.95,12.76,10809.704366499642
17.56,0.14,56067.23,0.14,63.7,146128.98,5.19,351.08,9.15,8321.69589977221
13.47,-1.86,59218.02,0.1,81.8,124309.54,7.12,296.34,8.51,9228.622123236823
16.71,-6.67,54621.73,0.14,72.64,148761.22,4.92,301.67,11.18,8902.526630760023
14.11,0.84,49475.96,0.1,69.37,132093.16,6.75,348.13,13.77,9361.669737774628
15.31,2.76,50191.48,0.06,54.34,139893.15,5.52,294.78,16.15,9137.370999346831
12.86,4.59,48196.08,0.09,61.54,143980.82,4.27,336.49,12.0,11196.020217729394
14.49,-5.0,58481.74,0.14,63.58,170817.7,4.75,248.52,10.04,11788.661145617669
18.0,-0.84,52253.08,0.19,64.47,170637.99,6.14,277.45,11.42,9479.888333333332
19.63,-5.94,46416.6,0.09,46.08,203543.25,7.2,355.34,8.7,10368.98879266429
15.21,-0.11,36328.62,0.08,68.42,106912.38,5.08,332.09,13.72,7029.084812623274
18.82,-2.76,59681.85,0.1,56.47,165996.22,4.79,306.09,11.1,8820.202975557917
16.03,-7.01,46869.42,0.15,61.43,119223.96,5.94,236.48,9.84,7437.552089831565
16.29,-0.27,41754.86,0.1,66.81,125623.63,7.12,268.48,12.92,7711.702271332107
15.37,4.88,52413.22,0.05,71.39,138483.76,5.05,370.95,11.8,9010.003903708524
14.71,5.7,55532.51,0.19,61.98,129854.63,6.3,258.02,12.25,8827.643099932018
16.85,2.57,56220.7,0.15,71.26,146850.97,4.87,322.24,11.79,8715.191097922849
19.89,-0.9,55987.94,0.14,70.56,134670.32,6.77,375.25,11.98,6770.755153343389
15.38,-0.54,34828.26,0.17,76.45,123187.62,5.63,355.63,11.15,8009.598179453836
17.99,-1.26,62748.75,0.11,61.61,151130.9,6.2,297.56,10.46,8400.828237909951
12.57,-9.88,56687.42,0.13,80.36,149724.53,4.59,335.38,15.33,11911.259347653142
14.12,-3.68,44958.2,0.13,58.79,109924.13,6.97,309.15,10.5,7784.995042492918
13.35,0.92,54086.53,0.09,76.8,141754.64,4.5,397.18,10.81,10618.32509363296
13.57,6.48,54632.06,0.16,77.18,135371.0,5.28,344.66,11.35,9975.75534266765
12.34,1.12,49744.26,0.09,69.78,198716.55,6.82,185.71,11.83,16103.448136142624
17.32,-6.95,54982.22,0.11,67.31,147241.3,4.75,327.4,13.58,8501.229792147806
15.89,-3.53,23957.86,0.16,69.08,101189.85,5.0,270.78,11.35,6368.14663310258
18.13,5.5,65781.18,0.08,57.09,185429.7,5.93,315.69,9.99,10227.782680639824
16.67,-1.55,42300.04,0.13,77.31,146790.86,6.98,305.31,13.26,8805.690461907618
16.78,-3.6,53687.33,0.12,61.26,155284.51,4.52,255.18,12.16,9254.14243146603
16.23,8.35,42367.14,0.11,78.5,158806.13,5.15,283.85,13.21,9784.727664818238
14.23,1.98,41328.7,0.1,71.81,160534.96,7.02,319.95,9.65,11281.444834855938
14.85,9.57,56031.87,0.06,72.32,152432.48,5.27,317.69,12.83,10264.813468013468
17.18,2.73,56256.31,0.13,70.36,190016.57,6.7,297.94,13.6,11060.3358556461
17.91,2.21,67041.06,0.16,72.41,99765.92,5.4,358.28,9.27,5570.403126744835
15.45,-0.14,44641.99,0.1,64.74,190896.87,5.75,386.4,13.14,12355.784466019417
14.38,8.66,44646.65,0.08,64.82,165172.06,3.89,316.75,10.24,11486.23504867872
16.91,8.51,41681.78,0.08,65.02,153326.59,6.97,323.77,12.91,9067.214074512123
16.04,-0.08,39706.28,0.09,73.07,148612.16,6.9,262.02,13.31,9265.097256857856
15.6,1.82,44867.86,0.13,66.27,165580.76,4.97,278.33,11.68,10614.151282051283
14.57,-1.12,46079.87,0.12,64.39,151020.89,5.28,370.97,14.57,10365.194921070693
13.94,8.08,28793.0,0.13,83.74,191773.68,5.96,288.06,11.26,13757.078909612626
13.65,7.45,46429.71,0.14,71.99,185799.33,5.71,369.77,13.42,13611.672527472527
15.52,-2.44,70565.44,0.07,69.47,144622.47,6.02,225.74,14.02,9318.458118556702
17.32,-4.7,39082.99,0.12,64.04,134467.28,5.48,358.91,11.68,7763.699769053118
13.77,6.52,54086.07,0.11,69.24,132998.85,5.99,277.06,12.94,9658.594771241831
16.14,5.28,61356.2,0.15,69.48,136630.49,8.67,304.57,13.91,8465.333952912019
16.42,3.23,39434.42,0.14,73.09,108734.67,5.66,336.76,11.54,6622.087088915955
14.0,-7.51,64726.71,0.13,75.43,163252.4,6.48,342.48,11.9,11660.885714285714
13.41,-1.9,51058.94,0.12,51.58,146940.16,5.78,334.41,12.43,10957.50633855332
15.43,-4.25,37623.38,0.15,81.63,127557.12,6.6,242.42,9.79,8266.825664290343
16.31,-1.62,55576.91,0.13,70.84,116094.64,4.44,279.85,10.48,7118.003678724709
12.04,-3.67,52806.36,0.1,64.34,109554.69,6.25,271.9,7.49,9099.226744186048
12.6,3.37,54720.02,0.08,76.62,143896.17,6.12,232.6,15.18,11420.330952380953
15.19,0.28,54395.01,0.13,69.8,156698.43,7.23,331.77,7.98,10315.89400921659
18.69,1.4,45002.7,0.14,65.26,200167.98,5.19,323.76,12.86,10709.897271268057
15.4,-5.03,51718.39,0.12,72.46,191354.02,5.89,337.99,12.14,12425.585714285713
13.89,-6.15,58691.55,0.14,80.97,120998.94,5.22,330.41,11.27,8711.226781857451
13.21,4.48,44504.6,0.14,65.81,143080.15,4.7,203.86,13.53,10831.199848599545
18.35,-6.27,35514.09,0.16,67.01,134007.29,4.68,301.49,12.82,7302.849591280654
15.5,3.47,43743.23,0.08,81.93,128281.06,6.1,258.86,13.11,8276.19741935484
12.79,-1.77,60305.81,0.1,76.23,183847.19,6.34,324.14,11.72,14374.291634089133
14.87,9.79,59854.5,0.13,68.57,162098.24,4.93,225.77,12.25,10901.024882313382
12.7,0.19,68005.11,0.13,62.19,119041.01,7.07,315.52,9.72,9373.307874015749
13.34,-3.34,60519.48,0.13,65.76,143739.95,5.78,266.95,14.91,10775.108695652174
15.72,-2.34,64227.48,0.13,58.11,149383.18,6.87,380.28,12.07,9502.746819338421
17.89,-3.27,65210.06,0.14,79.7,174287.83,5.33,230.51,10.91,9742.192845164896
14.93,-10.61,55972.28,0.13,64.34,150220.88,6.86,266.35,13.59,10061.679839249833
14.87,1.62,55555.13,0.12,75.01,189465.25,7.54,304.4,12.96,12741.442501681238
19.02,-2.05,62289.81,0.15,64.78,138403.75,4.68,336.25,9.27,7276.748159831756
17.76,-0.44,55082.69,0.11,59.36,163528.88,5.29,203.23,9.75,9207.707207207206
15.96,-7.85,63728.48,0.11,64.15,161025.31,7.95,253.45,12.28,10089.30513784461
14.06,5.25,56592.46,0.15,65.12,127973.0,7.14,367.33,11.37,9101.920341394025
14.77,5.39,44759.12,0.1,53.84,144888.43,8.2,323.04,9.12,9809.643195666893
16.01,0.03,28694.34,0.14,57.81,171464.79,9.53,353.0,13.06,10709.855715178013
15.54,-0.8,45870.02,0.13,68.85,158923.86,6.89,253.75,12.13,10226.760617760618
17.06,4.0,69870.61,0.14,72.91,132777.52,6.61,305.89,8.86,7782.973036342321
16.68,3.28,36316.85,0.13,59.92,170575.73,7.91,267.26,10.68,10226.362709832136
15.35,-5.27,56383.92,0.14,83.57,151382.38,5.14,292.53,13.64,9862.044299674268
15.53,-10.76,54820.67,0.11,83.2,125557.32,4.04,271.05,11.46,8084.824211204122
15.56,-5.52,44024.9,0.1,85.09,131845.31,7.45,343.17,10.73,8473.348971722364
10.6,-0.53,59553.01,0.14,81.22,80578.68,5.99,368.01,10.03,7601.762264150943
15.63,-2.42,29961.38,0.04,76.96,211265.34,6.19,257.3,10.52,13516.656429942417
10.06,-3.01,74267.16,0.16,73.7,139042.77,6.08,352.91,12.12,13821.348906560634
15.22,2.18,51838.5,0.11,66.82,112964.64,6.12,319.97,11.73,7422.11826544021
14.11,-0.09,59113.63,0.13,55.28,163409.45,7.35,304.0,13.63,11581.109142452164
15.39,-2.36,62958.72,0.12,82.93,117028.66,5.97,323.38,13.65,7604.201429499675
12.88,8.07,56728.61,0.07,80.7,161779.02,7.87,329.62,12.56,12560.482919254657
14.97,2.0,54763.58,0.13,58.49,171930.02,6.5,325.05,14.82,11484.971275885102
11.68,-8.84,40736.19,0.18,79.45,127524.85,6.46,330.83,9.11,10918.22345890411
19.93,2.48,39978.13,0.08,54.7,107872.81,5.13,252.56,9.46,5412.584545910688
14.15,5.15,53113.09,0.14,78.38,158953.55,5.24,335.22,14.29,11233.466431095405
12.44,1.54,59965.71,0.13,75.87,110373.65,5.57,201.4,14.83,8872.479903536978
14.9,4.31,52887.24,0.09,68.53,161787.41,5.33,394.46,13.65,10858.215436241611
16.53,3.18,41829.11,0.07,63.7,164633.24,4.41,367.67,15.0,9959.663641863277
16.49,-5.63,38699.31,0.08,58.47,63014.58,5.64,286.08,8.92,3821.3814432989693
14.07,6.59,33924.4,0.12,70.23,197949.65,5.94,314.57,11.42,14068.916133617626
14.98,7.65,47060.33,0.15,76.81,133837.17,7.32,447.15,11.57,8934.39052069426
19.15,-3.74,50856.87,0.1,87.19,149212.18,7.35,243.57,13.42,7791.758746736293
14.56,-0.13,46793.32,0.08,70.44,141827.7,5.81,277.49,10.19,9740.913461538463
13.56,4.42,61210.31,0.06,65.85,182132.42,5.58,272.24,13.58,13431.594395280237
12.93,1.91,52394.05,0.11,56.67,141674.59,7.0,337.98,12.05,10957.044856921888
17.33,-5.46,43242.92,0.15,56.41,114008.24,5.91,345.25,10.94,6578.663589151761
15.24,-1.61,58113.97,0.11,75.41,143841.48,5.56,206.25,10.75,9438.417322834646
13.1,2.56,49260.52,0.1,64.65,144126.44,4.06,302.7,10.69,11002.018320610687
16.32,-0.76,43224.35,0.12,54.88,169771.63,6.19,368.4,14.75,10402.673406862745
12.53,-5.48,33990.96,0.1,73.88,146271.43,6.06,329.48,13.26,11673.697525937749
17.4,3.68,41046.54,0.15,77.92,150944.75,5.98,318.15,7.29,8674.985632183909
12.44,3.36,51448.88,0.1,84.07,179211.79,5.59,378.79,12.41,14406.092443729905
14.46,4.3,49764.48,0.14,72.27,153211.72,4.52,323.06,10.73,10595.554633471646
16.14,-6.22,37495.92,0.16,67.44,153215.1,6.98,418.37,13.25,9492.881040892193
18.62,2.76,48035.33,0.1,77.97,101298.52,5.37,358.33,13.56,5440.307196562836
13.44,-1.61,30373.74,0.12,60.37,150603.19,6.78,262.88,13.8,11205.59449404762
18.15,2.5,57579.22,0.09,71.58,162181.68,7.16,327.11,12.56,8935.629752066116
15.39,5.24,32309.24,0.11,63.11,161495.05,6.82,260.87,16.51,10493.505523066926
16.3,-1.85,89262.38,0.15,69.9,180201.9,5.46,272.54,16.09,11055.331288343557
15.69,7.38,46721.05,0.13,68.96,183655.85,4.65,236.42,9.41,11705.280433397069
15.74,3.83,60213.83,0.09,74.11,135241.29,6.39,337.0,11.13,8592.203939008896
14.26,-4.61,44611.58,0.14,59.45,234729.92,6.12,285.5,14.39,16460.723702664796
12.71,6.82,54878.72,0.13,75.71,177770.17,5.64,226.04,12.16,13986.63808025177
14.68,-3.22,51972.92,0.11,73.86,154542.09,5.61,348.27,15.03,10527.390326975477
14.87,1.54,40838.08,0.11,65.05,136744.53,5.73,277.1,8.49,9196.000672494956
15.95,-8.08,44690.29,0.12,79.58,141566.24,6.51,216.41,10.73,8875.6263322884
20.12,0.38,58953.55,0.1,76.72,120560.22,6.3,248.7,9.62,5992.058648111331
18.26,-1.24,48685.27,0.14,81.73,148288.76,4.65,261.37,12.32,8120.961664841183
13.8,3.07,52096.59,0.1,85.99,188642.27,4.03,242.15,8.75,13669.729710144926
16.24,-3.46,54794.42,0.12,38.23,170939.22,5.84,253.0,11.66,10525.814039408868
16.27,1.3,51941.08,0.11,68.58,131056.89,6.9,327.23,8.37,8055.125384142594
12.61,-8.7,48967.78,0.1,73.19,109768.06,8.39,305.86,13.99,8704.842188739096
16.24,-3.71,45088.46,0.07,46.8,159240.3,4.9,340.79,14.87,9805.437192118226
14.08,3.26,50002.07,0.15,77.01,87765.41,6.0,300.61,10.74,6233.338778409091
14.82,2.78,62230.83,0.1,63.44,191042.38,6.2,272.04,13.33,12890.848852901485
18.7,2.9,40922.44,0.13,67.51,144716.63,6.26,355.19,9.82,7738.8572192513375
11.59,2.45,45632.36,0.08,66.59,160254.76,6.51,224.31,11.95,13826.985332182918
14.27,3.55,44076.44,0.11,77.23,166678.24,7.74,285.02,13.05,11680.32515767344
14.68,5.54,38105.88,0.1,69.37,162007.08,5.1,331.66,9.69,11035.904632152588
13.41,-8.8,64872.46,0.18,72.89,191984.59,5.0,247.5,13.46,14316.52423564504
18.05,7.71,37434.93,0.14,78.57,162925.87,4.97,247.04,10.02,9026.363988919667
14.98,-2.76,49861.62,0.11,73.95,137669.25,6.11,286.78,14.53,9190.203604806407
13.87,0.85,43396.79,0.17,66.83,173124.07,5.95,360.53,11.66,12481.908435472244
16.23,-6.73,48655.03,0.15,75.27,118585.27,6.47,291.99,11.76,7306.54775107825
13.96,-2.81,40634.94,0.15,56.6,101465.98,6.55,270.38,11.45,7268.336676217765
14.02,-6.17,43931.35,0.06,61.48,170168.8,5.27,364.28,13.96,12137.574893009985
12.16,4.66,58595.88,0.1,54.05,172354.53,8.5,268.63,13.51,14173.892269736842
13.54,3.9,44153.82,0.08,72.33,122680.65,5.54,254.9,11.4,9060.609305760709
15.74,3.48,49544.88,0.1,66.08,147893.39,6.95,225.61,11.77,9396.022236340534
16.75,2.58,50933.72,0.1,70.69,151227.74,8.09,282.4,10.77,9028.521791044775
19.27,-3.93,45355.96,0.07,62.21,198563.63,5.41,362.49,9.99,10304.288012454594
13.95,-3.03,49513.48,0.15,71.98,200535.75,5.87,260.2,14.49,14375.322580645163
14.33,-6.12,51043.56,0.14,54.57,149600.86,6.5,268.55,9.3,10439.697138869504
16.43,4.7,65334.34,0.16,73.59,91348.54,5.25,334.34,9.35,5559.862446743761
17.2,4.09,67952.11,0.13,52.54,187011.73,7.21,262.2,17.4,10872.775000000001
15.03,-8.46,33923.39,0.08,69.91,110952.36,5.84,359.35,15.2,7382.059880239522
18.93,-0.69,50759.55,0.17,81.89,148902.3,5.62,269.72,10.5,7865.942947702059
13.46,1.44,47260.07,0.08,76.2,174616.61,6.11,286.49,13.89,12973.00222882615
14.85,-2.15,49382.36,0.06,59.05,150875.72,6.82,288.61,14.31,10159.981144781144
13.96,10.38,27038.19,0.09,50.88,117922.37,6.13,267.41,13.56,8447.1611747851
15.15,1.41,46304.73,0.15,76.96,131610.5,5.67,314.7,12.3,8687.161716171617
17.11,-9.15,48491.62,0.11,65.93,109320.89,6.37,263.76,11.25,6389.298071303331
17.27,-3.46,56045.15,0.08,64.62,117644.62,6.13,281.11,13.28,6812.079907353793
14.56,-3.21,38697.96,0.18,71.93,163048.23,5.98,316.24,15.05,11198.367445054946
13.04,-1.75,66850.14,0.1,69.5,151291.23,5.12,312.17,11.74,11602.088190184051
17.21,-0.45,28999.73,0.12,69.62,137227.33,6.46,333.38,13.13,7973.6972690296325
15.65,-5.0,60817.67,0.1,75.1,138003.0,7.0,351.58,16.69,8818.083067092652
13.6,-1.05,54822.49,0.12,78.43,182705.5,5.83,240.95,12.92,13434.22794117647
14.81,-9.01,56855.08,0.08,57.28,142952.27,7.07,283.11,11.69,9652.415259959485
16.14,-4.8,46864.7,0.17,90.75,131563.84,6.81,322.56,9.97,8151.41511771995
13.37,-1.48,52873.29,0.13,76.04,182754.16,4.53,275.72,13.25,13668.972326103218
15.42,-6.13,53924.16,0.11,75.17,215552.85,6.86,221.43,8.89,13978.784046692608
17.06,-2.75,36541.29,0.17,59.8,113502.58,6.34,307.15,10.92,6653.140679953107
13.27,4.78,62446.8,0.12,72.66,74046.92,6.49,261.22,10.32,5580.024114544084
18.33,4.75,65541.6,0.11,56.35,131155.69,8.94,310.5,14.96,7155.247681396619
10.92,4.08,39803.36,0.16,47.7,131483.63,3.38,228.86,11.84,12040.625457875458
17.88,5.46,53476.76,0.11,68.68,188722.75,5.64,214.12,9.05,10554.963646532438
14.68,3.8,36340.44,0.12,53.27,184867.79,6.73,358.94,13.54,12593.17370572207
16.18,-2.37,46149.78,0.12,72.27,82018.44,5.37,329.23,11.86,5069.124845488257
15.94,-7.19,57890.57,0.13,87.26,96618.03,6.19,274.77,13.39,6061.356963613551
14.62,6.04,47202.4,0.12,80.77,130449.75,7.18,406.23,14.42,8922.691518467853
11.9,1.61,54384.76,0.12,67.57,163080.17,6.3,296.28,11.45,13704.215966386555
16.97,-5.34,53423.38,0.12,70.34,192360.81,6.33,325.99,11.52,11335.345315262228
17.96,12.79,43102.72,0.11,60.42,180648.69,5.09,261.29,10.06,10058.390311804009
16.22,-3.94,48244.36,0.12,80.63,173935.52,4.91,286.27,15.53,10723.521578298398
14.7,-9.18,57833.91,0.11,65.42,113493.1,4.96,353.76,12.3,7720.619047619049
12.86,-7.11,37004.19,0.14,68.85,104053.94,5.92,281.22,16.1,8091.286158631416
9.7,4.2,55523.0,0.12,61.44,98092.12,6.39,299.8,12.77,10112.58969072165
15.5,-4.96,48241.46,0.15,69.4,218274.76,7.89,334.33,12.93,14082.242580645161
12.03,-4.46,58141.52,0.07,67.52,170524.9,6.18,307.57,12.13,14174.970906068163
15.04,-6.56,54215.87,0.13,80.06,142190.73,6.72,376.96,13.54,9454.170877659575
11.97,4.05,54838.77,0.1,61.74,186840.91,7.85,307.39,12.27,15609.098579782789
16.0,8.56,44517.13,0.08,64.54,116232.39,5.81,302.91,10.17,7264.524375
15.04,-2.68,60114.63,0.13,72.11,83751.58,5.19,235.72,18.32,5568.589095744681
15.03,-4.67,32926.42,0.13,70.32,140891.22,3.7,276.53,12.77,9374.0
15.76,-7.52,37967.99,0.09,53.09,163719.73,6.06,305.4,14.37,10388.307741116752
15.29,7.99,67246.97,0.14,58.8,182445.42,4.87,293.97,12.61,11932.336167429694
12.17,4.99,53764.1,0.1,55.0,180863.07,5.41,289.0,7.21,14861.38619556286
13.36,-8.23,61401.49,0.1,51.64,150480.76,4.47,233.03,11.96,11263.52994011976
20.26,6.87,45483.41,0.06,72.95,118731.85,3.62,306.28,14.54,5860.407206317867
16.49,-0.87,46160.29,0.13,60.26,175736.96,6.96,277.17,10.56,10657.183747725894
19.91,-4.33,41627.38,0.11,64.71,120169.35,6.48,303.49,12.24,6035.627825213461
15.22,1.49,42658.26,0.09,81.46,144948.45,7.09,308.14,9.01,9523.551248357424
14.18,-1.41,45918.99,0.12,64.29,170702.21,6.71,213.95,12.04,12038.237658674188
14.27,-3.25,35948.1,0.13,69.86,185907.33,6.56,314.19,10.7,13027.84372810091
14.51,-5.31,39103.67,0.1,76.37,172815.18,5.02,347.27,12.5,11910.074431426601
12.28,-7.85,45838.06,0.16,65.03,144715.99,4.84,304.28,13.47,11784.689739413681
12.1,-2.33,41107.59,0.15,85.34,153087.52,6.25,291.27,12.04,12651.861157024792
15.52,-0.87,47767.98,0.13,54.81,177238.87,6.59,315.49,14.17,11420.030283505155
16.37,-5.52,49378.09,0.16,61.56,149397.04,7.5,241.45,10.19,9126.270006108736
15.83,12.2,39849.06,0.07,77.94,179208.67,5.39,294.2,17.99,11320.825647504738
15.45,-1.05,43322.2,0.13,74.32,161423.34,5.27,316.35,9.55,10448.112621359223
18.16,4.48,50012.05,0.13,42.96,181454.48,5.68,380.4,12.2,9991.98678414097
15.39,-1.12,62308.75,0.15,58.11,145653.64,7.68,377.14,11.1,9464.174139051333
12.15,10.71,36911.8,0.15,77.84,102018.16,5.72,301.63,10.1,8396.556378600822
15.68,-0.31,51517.58,0.14,60.34,120144.78,4.68,330.18,10.43,7662.294642857143
16.26,1.61,34969.2,0.15,62.07,158363.99,5.41,356.07,14.07,9739.482779827797
12.3,3.69,39410.92,0.07,70.26,126987.98,6.33,308.26,12.56,10324.226016260161
12.74,8.86,37414.95,0.16,89.45,200097.68,3.33,298.0,9.28,15706.25431711146
15.15,-2.82,45068.77,0.13,64.11,138637.2,6.96,269.87,11.77,9150.970297029704
15.1,0.44,36489.26,0.14,76.58,143186.82,4.78,259.98,10.8,9482.570860927153
16.39,12.95,59022.77,0.11,67.71,178159.2,6.2,247.05,9.75,10869.99389871873
14.49,0.85,56802.16,0.14,69.4,185732.58,5.4,292.64,7.57,12817.983436853001
10.87,0.91,37077.37,0.12,75.52,124481.6,4.62,304.56,11.53,11451.84912603496
17.11,-3.76,41515.71,0.11,57.36,146814.18,7.4,359.68,8.37,8580.60666277031
15.8,-4.87,61126.88,0.08,81.95,122173.4,6.68,272.24,11.13,7732.493670886075
15.66,-3.22,60176.61,0.1,72.0,128717.07,6.36,414.44,10.84,8219.480842911878
16.22,3.8,39579.56,0.08,60.22,212946.64,5.73,430.34,9.67,13128.646115906291
16.09,2.91,79852.59,0.05,80.74,130153.76,5.93,220.71,12.4,8089.10876320696
13.18,-1.6,56354.18,0.11,64.82,154659.75,5.85,364.52,16.24,11734.427162367223
20.15,1.69,43421.65,0.12,77.03,123724.73,5.45,354.18,13.56,6140.185111662531
17.73,0.07,36189.55,0.09,75.44,134994.07,3.62,363.72,10.81,7613.878736604625
14.28,2.12,63883.38,0.12,86.1,124974.45,7.81,217.24,11.74,8751.71218487395
18.08,2.39,62361.31,0.17,62.95,143409.92,4.49,253.16,13.35,7931.964601769913
14.56,2.94,58872.91,0.08,58.44,149362.66,6.81,256.97,11.24,10258.42445054945
11.27,1.55,43524.58,0.14,78.45,150403.51,5.97,186.27,13.93,13345.475598935227
16.63,-1.81,52653.62,0.07,60.08,172309.55,6.18,311.81,10.24,10361.368009621166
14.03,-2.27,41745.89,0.08,73.79,175253.42,5.74,187.9,11.39,12491.334283677834
15.42,4.0,65163.94,0.07,49.01,166133.05,6.59,360.46,15.2,10773.868352788586
16.36,-0.13,22524.95,0.12,76.32,105636.69,6.18,307.08,15.48,6457.010391198044
17.3,-1.23,52531.65,0.13,60.06,153216.24,3.88,373.39,11.87,8856.430057803467
13.45,0.61,43952.55,0.1,66.55,111871.45,5.19,255.12,9.16,8317.579925650558
16.51,-0.91,31234.47,0.1,67.84,144353.93,4.71,293.56,11.23,8743.423985463354
12.96,1.27,43960.19,0.16,70.03,186811.04,7.45,189.07,10.02,14414.432098765432
15.43,-3.01,70243.1,0.19,82.84,166680.66,5.33,295.91,11.86,10802.375891121193
15.65,-3.05,44416.98,0.15,71.54,144188.84,6.96,317.77,10.35,9213.344408945686
12.48,1.65,48724.51,0.14,80.75,121026.52,5.43,316.81,11.18,9697.63782051282
13.32,3.39,40362.41,0.18,71.57,132407.55,8.06,346.58,12.2,9940.506756756755
16.87,4.99,50953.44,0.16,78.61,160792.17,5.35,264.94,12.85,9531.248962655602
17.23,6.87,67473.63,0.1,56.11,175744.17,4.25,404.97,14.1,10199.893789901336
15.09,-0.44,30298.96,0.09,63.89,118319.08,5.82,312.26,7.91,7840.893306825713
14.51,2.97,47659.8,0.12,79.86,127016.38,5.84,354.26,10.49,8753.713301171607
13.29,6.96,46425.55,0.14,64.91,136610.38,5.69,282.05,12.59,10279.185854025583
15.01,4.58,34462.41,0.12,68.68,126994.08,6.23,256.13,12.87,8460.631578947368
16.55,-0.28,51989.48,0.16,61.12,210677.71,5.67,422.62,12.54,12729.77099697885
18.6,-0.13,52577.53,0.06,77.11,184579.44,6.77,316.35,14.33,9923.625806451611
17.54,-2.16,47365.52,0.12,72.51,135040.98,5.45,256.21,8.79,7699.029646522235
16.04,-4.64,24704.4,0.09,86.04,96928.49,5.0,319.29,16.1,6042.92331670823
14.53,1.39,49338.67,0.1,65.18,134789.74,4.8,377.76,7.91,9276.65106675843
13.02,1.51,38191.87,0.06,61.19,141788.12,7.17,301.15,13.76,10890.024577572965
14.38,-7.92,32237.54,0.14,54.04,154102.4,5.87,272.24,7.97,10716.439499304588
18.17,3.54,61941.09,0.06,81.59,180806.84,6.92,398.35,13.61,9950.844248761694
11.17,-3.45,40600.97,0.08,71.99,142869.5,7.09,336.6,11.89,12790.465532676813
14.78,0.6,34776.41,0.07,72.77,151856.5,5.49,352.98,9.35,10274.458728010826
18.1,3.97,38977.08,0.12,63.13,139955.91,7.93,229.19,11.15,7732.370718232044
11.26,-7.81,58584.51,0.13,84.52,158193.55,6.22,358.83,12.89,14049.160746003552
15.18,7.5,48605.54,0.13,66.12,160033.16,4.66,327.94,12.72,10542.368906455864
14.85,0.52,46801.52,0.08,65.16,137561.19,5.62,291.58,12.53,9263.379797979798
15.62,-5.85,60599.36,0.1,49.64,168413.13,8.78,254.23,8.99,10781.89052496799
13.43,5.95,51018.56,0.15,69.44,164385.23,7.09,267.37,10.18,12240.15115413254
13.0,1.76,40480.82,0.06,63.43,175905.85,5.37,264.63,11.96,13531.219230769231
15.33,0.8,52167.76,0.17,81.66,171629.91,8.44,379.65,12.87,11195.688845401175
15.41,-0.67,44687.86,0.11,65.24,187302.17,5.17,402.71,12.59,12154.58598312784
